ref,region,regular,icu,cases_influenza_regular,cases_influenza_icu,cases_other_regular,cases_other_icu,mechanical_ventilators,children,adults,elderly,population
110001,Alta Floresta D'Oeste,43,0,4,0,13,0,0,6752,15169,2060,23981
110002,Ariquemes,133,7,8,1,36,7,40,28472,59138,6256,93866
110003,Cabixi,9,0,1,0,2,0,0,1554,3811,628,5993
110004,Cacoal,287,27,13,4,161,18,55,22589,51471,6538,80598
110005,Cerejeiras,40,0,3,0,7,0,0,4664,10663,1664,16991
110006,Colorado do Oeste,49,0,1,0,7,0,1,4538,11436,1986,17960
110007,Corumbiara,16,0,0,0,0,0,0,2363,5419,708,8490
110008,Costa Marques,45,0,1,0,2,0,0,4735,8314,885,13934
110009,Espigão D'Oeste,36,0,3,0,16,0,3,8500,18462,2332,29294
110010,Guajará-Mirim,88,0,7,0,19,0,3,14527,24816,3122,42465
110011,Jaru,100,0,7,0,18,0,2,15018,32748,4232,51998
110012,Ji-Paraná,161,6,7,1,62,4,22,33795,76727,8979,119501
110013,Machadinho D'Oeste,48,0,2,0,11,0,1,9598,19740,2188,31526
110014,Nova Brasilândia D'Oeste,44,0,1,0,4,0,0,5462,12496,1707,19665
110015,Ouro Preto do Oeste,45,0,3,0,8,0,9,10749,23853,3327,37929
110018,Pimenta Bueno,46,0,2,0,12,0,1,10070,21972,2602,34644
110020,Porto Velho,1245,163,39,18,703,120,230,136904,291706,24952,453562
110025,Presidente Médici,45,0,2,0,8,0,0,5548,13621,2281,21450
110026,Rio Crespo,9,0,1,0,1,0,0,901,2040,317,3258
110028,Rolim de Moura,78,0,2,0,12,0,1,14779,33038,4198,52015
110029,Santa Luzia D'Oeste,25,0,3,0,5,0,0,2129,5407,820,8356
110030,Vilhena,187,10,10,2,78,6,15,23608,51589,5474,80671
110032,São Miguel do Guaporé,44,0,1,0,5,0,0,6689,13559,1562,21810
110033,Nova Mamoré,20,0,1,0,7,0,0,7932,14117,1439,23488
110034,Alvorada D'Oeste,35,0,1,0,2,0,0,4181,10203,1471,15855
110037,Alto Alegre dos Parecis,16,0,1,0,3,0,0,3589,7817,964,12370
110040,Alto Paraíso,16,0,1,0,3,0,1,5120,10722,1356,17198
110045,Buritis,32,0,2,0,6,0,8,10715,20582,2029,33326
110050,Novo Horizonte do Oeste,18,0,1,0,2,0,0,2457,6190,970,9617
110060,Cacaulândia,26,0,1,0,1,0,0,1581,3489,504,5574
110070,Campo Novo de Rondônia,19,0,1,0,2,0,0,3787,7808,768,12363
110080,Candeias do Jamari,15,0,0,0,0,0,0,6709,12445,1390,20544
110090,Castanheiras,7,0,0,0,0,0,0,965,2116,398,3479
110092,Chupinguaia,10,0,0,0,0,0,0,2822,5401,497,8720
110094,Cujubim,11,0,1,0,2,0,0,5118,10453,854,16425
110100,Governador Jorge Teixeira,21,0,0,0,0,0,1,2773,6105,883,9761
110110,Itapuã do Oeste,20,0,0,0,0,0,0,2507,5196,670,8373
110120,Ministro Andreazza,16,0,1,0,1,0,0,2608,6209,871,9688
110130,Mirante da Serra,25,0,1,0,2,0,0,3270,7054,1101,11425
110140,Monte Negro,40,0,1,0,3,0,0,4339,8504,1178,14021
110143,Nova União,15,0,1,0,1,0,1,2045,4535,595,7175
110145,Parecis,8,0,1,0,1,0,0,1277,3076,358,4711
110146,Pimenteiras do Oeste,9,0,1,0,1,0,1,758,1347,187,2292
110148,São Felipe D'Oeste,7,0,0,0,0,0,0,1421,3668,619,5708
110149,São Francisco do Guaporé,29,0,2,0,8,0,1,5447,10119,1076,16642
110150,Seringueiras,36,0,1,0,2,0,1,3519,7151,788,11458
110155,Teixeirópolis,9,0,1,0,1,0,1,1308,2916,533,4757
110160,Theobroma,13,0,1,0,1,0,0,2889,6429,910,10228
110170,Urupá,25,0,1,0,2,0,0,3236,7874,1172,12282
110175,Vale do Anari,12,0,1,0,1,0,0,2549,5810,790,9149
110180,Vale do Paraíso,16,0,1,0,1,0,1,2093,4961,716,7770
120001,Acrelândia,16,0,1,0,1,0,0,4555,7365,886,12806
120005,Assis Brasil,12,0,1,0,1,0,0,2921,3501,392,6814
120010,Brasiléia,34,0,3,0,15,0,0,8283,12989,1671,22943
120020,Cruzeiro do Sul,161,0,6,0,91,0,9,30288,44185,5122,79595
120030,Feijó,41,0,1,0,2,0,0,13774,16480,1844,32098
120032,Jordão,10,0,0,0,0,0,0,3807,3129,188,7124
120033,Mâncio Lima,25,0,1,0,1,0,0,6406,8401,946,15753
120034,Manoel Urbano,26,0,1,0,3,0,0,3760,4256,461,8477
120035,Marechal Thaumaturgo,13,0,1,0,1,0,0,7078,7057,515,14650
120038,Plácido de Castro,52,0,2,0,5,0,0,6125,9710,1386,17221
120039,Porto Walter,14,0,1,0,1,0,0,4584,4362,337,9283
120040,Rio Branco,737,59,26,3,344,34,106,111787,217019,22413,351219
120042,Rodrigues Alves,16,0,1,0,1,0,0,6610,7583,737,14930
120043,Santa Rosa do Purus,16,0,1,0,1,0,0,2502,2433,178,5113
120045,Senador Guiomard,30,0,2,0,3,0,0,7360,11772,1630,20762
120050,Sena Madureira,54,0,4,0,17,0,0,14328,22139,2598,39065
120060,Tarauacá,42,0,4,0,12,0,0,17232,18210,2091,37533
120070,Xapuri,30,0,2,0,5,0,1,5805,9277,1378,16460
130002,Alvarães,22,0,2,0,7,0,0,6022,6922,691,13635
130006,Amaturá,30,0,1,0,4,0,0,4096,5203,501,9800
130008,Anamã,20,0,1,0,3,0,0,3974,5753,626,10353
130010,Anori,23,0,1,0,5,0,0,5901,9118,1000,16019
130014,Apuí,42,0,1,0,10,0,1,5296,11522,998,17816
130020,Atalaia do Norte,30,0,1,0,4,0,0,6238,8606,665,15509
130030,Autazes,31,0,1,0,4,0,1,14301,16974,2359,33634
130040,Barcelos,30,0,1,0,5,0,0,9113,14963,1525,25601
130050,Barreirinha,31,0,1,0,5,0,0,12953,13233,1867,28053
130060,Benjamin Constant,34,0,2,0,13,0,0,15145,17816,1997,34958
130063,Beruri,13,0,1,0,3,0,0,7650,7649,938,16237
130068,Boa Vista do Ramos,22,0,1,0,5,0,0,6324,7882,882,15088
130070,Boca do Acre,61,0,2,0,12,0,0,12102,16983,2234,31319
130080,Borba,38,0,2,0,14,0,0,13682,18510,2265,34457
130083,Caapiranga,18,0,1,0,3,0,0,4049,6024,642,10715
130090,Canutama,16,0,1,0,4,0,0,4399,8169,905,13473
130100,Carauari,50,0,1,0,9,0,1,11125,13264,1452,25841
130110,Careiro,20,0,1,0,5,0,0,11090,18503,2135,31728
130120,Coari,101,0,8,0,37,0,3,29697,42672,4068,76437
130130,Codajás,47,0,1,0,7,0,0,8668,13133,1355,23156
130140,Eirunepé,80,0,2,0,14,0,0,13224,16134,1750,31108
130150,Envira,24,0,1,0,7,0,0,6991,8638,822,16451
130160,Fonte Boa,58,0,2,0,10,0,0,9607,11905,1328,22840
130165,Guajará,20,0,1,0,3,0,0,5999,7266,678,13943
130170,Humaitá,38,0,3,0,13,0,1,17495,25586,2914,45995
130180,Ipixuna,26,0,1,0,6,0,0,8564,11383,1035,20982
130185,Iranduba,32,0,1,0,3,0,0,15672,22715,2991,41378
130190,Itacoatiara,108,0,6,0,31,0,0,33908,48799,6492,89199
130195,Itamarati,15,0,0,0,0,0,0,3853,4075,350,8278
130200,Itapiranga,18,0,1,0,1,0,0,3074,4476,644,8194
130210,Japurá,20,0,1,0,3,0,0,2887,3924,267,7078
130220,Juruá,20,0,0,0,0,0,0,4426,5789,534,10749
130230,Jutaí,18,0,1,0,3,0,0,8856,8606,918,18380
130240,Lábrea,56,0,1,0,5,0,0,14051,20850,2386,37287
130250,Manacapuru,72,0,5,0,30,0,0,34273,46831,5964,87068
130255,Manaquiri,20,0,1,0,3,0,0,7500,12930,1625,22055
130260,Manaus,2525,357,152,18,1717,203,650,610020,1187589,111669,1909278
130270,Manicoré,60,0,2,0,13,0,0,17976,25993,3095,47064
130280,Maraã,19,0,1,0,3,0,0,7070,8940,683,16693
130290,Maués,90,0,2,0,15,0,5,22710,27408,3479,53597
130300,Nhamundá,19,0,1,0,4,0,0,6698,9877,1432,18007
130310,Nova Olinda do Norte,31,0,1,0,8,0,0,11739,17054,1919,30712
130320,Novo Airão,22,0,1,0,3,0,0,5469,8523,1002,14994
130330,Novo Aripuanã,31,0,1,0,3,0,0,7753,12065,1446,21264
130340,Parintins,135,0,7,0,65,0,7,38917,55011,7279,101207
130350,Pauini,26,0,1,0,4,0,0,7038,9377,855,17270
130353,Presidente Figueiredo,29,0,2,0,10,0,2,10150,16540,1536,28226
130356,Rio Preto da Eva,23,0,2,0,4,0,1,8468,15926,1480,25874
130360,Santa Isabel do Rio Negro,20,0,1,0,4,0,0,6782,9219,1122,17123
130370,Santo Antônio do Içá,25,0,3,0,10,0,0,10964,12536,1107,24607
130380,São Gabriel da Cachoeira,83,0,3,0,13,0,8,16997,20647,2689,40333
130390,São Paulo de Olivença,22,0,2,0,11,0,0,14174,16613,1852,32639
130395,São Sebastião do Uatumã,20,0,1,0,2,0,1,4053,5853,602,10508
130400,Silves,20,0,1,0,3,0,0,3450,4391,558,8399
130406,Tabatinga,51,0,1,0,19,0,12,23873,29286,2857,56016
130410,Tapauá,35,0,0,0,0,0,0,7129,9449,871,17449
130420,Tefé,78,0,4,0,44,0,2,26317,32243,3485,62045
130423,Tonantins,33,0,1,0,3,0,0,6986,8766,822,16574
130426,Uarini,20,0,1,0,5,0,0,4966,6085,563,11614
130430,Urucará,32,0,1,0,4,0,0,5997,8587,1194,15778
130440,Urucurituba,32,0,1,0,1,0,0,6548,9839,1258,17645
140005,Alto Alegre,30,0,1,0,2,0,0,7845,7999,974,16818
140010,Boa Vista,873,35,64,7,565,24,95,105570,186494,15384,307448
140015,Bonfim,8,0,1,0,1,0,0,5229,5515,699,11443
140020,Caracaraí,24,0,1,0,3,0,0,7295,10454,1159,18908
140023,Caroebe,16,0,1,0,2,0,0,2922,4823,550,8295
140028,Iracema,0,0,0,0,0,0,0,3059,5286,549,8894
140030,Mucajaí,14,0,1,0,3,0,0,5470,8750,1097,15317
140040,Normandia,19,0,1,0,2,0,0,5454,4180,472,10106
140045,Pacaraima,13,0,1,0,3,0,0,5356,5505,520,11381
140047,Rorainópolis,27,0,3,0,16,0,3,9491,14729,1411,25631
140050,São João da Baliza,15,0,1,0,2,0,0,2308,4059,443,6810
140060,São Luiz,14,0,1,0,1,0,0,1958,4373,445,6776
150010,Abaetetuba,167,0,10,0,62,0,1,47507,86268,10333,144108
150013,Abel Figueiredo,21,0,1,0,3,0,1,2254,4048,542,6844
150020,Acará,33,0,3,0,12,0,8,19113,29330,3706,52149
150030,Afuá,30,0,3,0,6,0,0,15502,18187,1910,35599
150034,Água Azul do Norte,40,0,2,0,9,0,0,5960,16823,1160,23943
150040,Alenquer,91,0,4,0,28,0,0,20396,27708,4304,52408
150050,Almeirim,84,0,2,0,7,0,4,12661,19042,1884,33587
150060,Altamira,161,20,9,1,103,13,42,38605,62092,6753,107450
150070,Anajás,20,0,1,0,7,0,0,12051,12648,1273,25972
150080,Ananindeua,695,75,38,3,351,52,79,137155,317343,31305,485803
150085,Anapu,35,0,5,0,21,0,1,8964,12597,1148,22709
150090,Augusto Corrêa,71,0,7,0,27,0,0,16314,21861,2970,41145
150095,Aurora do Pará,58,0,2,0,10,0,1,9039,15514,1891,26444
150110,Bagre,15,0,0,0,0,0,1,10401,12632,1194,24227
150120,Baião,30,0,2,0,15,0,2,12864,22051,2512,37427
150125,Bannach,10,0,1,0,2,0,0,940,2021,255,3216
150130,Barcarena,126,20,12,1,54,2,29,36131,63692,5647,105470
150140,Belém,2272,282,109,11,1103,171,692,353787,925152,131517,1410456
150145,Belterra,20,0,1,0,4,0,0,5495,8918,1529,15942
150157,Bom Jesus do Tocantins,31,0,2,0,5,0,0,4797,9197,1270,15264
150170,Bragança,258,30,14,3,86,16,33,38691,66912,9044,114647
150172,Brasil Novo,33,0,5,0,12,0,0,5557,10680,1466,17703
150175,Brejo Grande do Araguaia,24,0,2,0,4,0,0,2101,4208,565,6874
150178,Breu Branco,44,0,1,0,6,0,0,17992,31002,3184,52178
150180,Breves,140,17,13,1,93,3,26,42467,48091,5645,96203
150190,Bujaru,30,0,4,0,13,0,0,9414,14203,1891,25508
150200,Cachoeira do Arari,20,0,1,0,7,0,0,6569,12003,1720,20292
150210,Cametá,166,0,12,0,52,0,1,45277,67845,9276,122398
150215,Canaã dos Carajás,49,0,2,0,13,0,9,14103,17847,1308,33258
150220,Capanema,176,6,7,2,36,3,2,19560,39274,5669,64503
150230,Capitão Poço,118,0,11,0,20,0,1,17354,29873,3860,51087
150240,Castanhal,284,17,22,1,123,6,19,54638,112126,12596,179360
150250,Chaves,9,0,1,0,1,0,0,7621,11137,1346,20104
150260,Colares,8,0,0,0,0,0,0,3572,6321,1188,11081
150270,Conceição do Araguaia,105,0,9,0,32,0,6,14454,26646,4430,45530
150275,Concórdia do Pará,25,0,2,0,9,0,0,9940,16334,2041,28315
150276,Cumaru do Norte,11,0,1,0,4,0,1,3083,6968,513,10564
150277,Curionópolis,50,0,1,0,5,0,0,6070,10305,1705,18080
150280,Curralinho,26,0,2,0,10,0,0,12365,14725,1608,28698
150290,Curuçá,27,0,1,0,4,0,1,10918,19677,3676,34271
150293,Dom Eliseu,75,0,2,0,10,0,1,15691,31803,2663,50157
150295,Eldorado dos Carajás,41,0,2,0,9,0,0,10367,18125,2082,30574
150300,Faro,10,0,1,0,3,0,0,2786,4122,577,7485
150304,Floresta do Araguaia,20,0,1,0,1,0,0,6001,10763,1253,18017
150307,Garrafão do Norte,15,0,1,0,6,0,1,9003,13617,1723,24343
150309,Goianésia do Pará,24,0,3,0,12,0,0,11004,21059,1849,33912
150310,Gurupá,23,0,2,0,6,0,1,12458,15221,1786,29465
150320,Igarapé-Açu,45,0,3,0,6,0,0,11251,21350,3281,35882
150330,Igarapé-Miri,129,0,7,0,42,0,0,19819,33289,4296,57404
150340,Inhangapi,19,0,0,0,0,0,0,3343,6014,865,10222
150345,Ipixuna do Pará,74,0,5,0,24,0,0,15749,30011,2354,48114
150350,Irituia,30,0,0,0,1,0,0,9834,17162,2862,29858
150360,Itaituba,84,0,4,0,33,0,0,34879,58679,6062,99620
150370,Itupiranga,53,0,2,0,12,0,1,17279,28522,3421,49222
150375,Jacareacanga,24,0,1,0,4,0,0,11970,24968,1636,38574
150380,Jacundá,73,0,2,0,12,0,4,16041,32208,3207,51456
150390,Juruti,51,0,1,0,10,0,8,19300,25596,3021,47917
150400,Limoeiro do Ajuru,20,0,4,0,7,0,0,9254,13854,1511,24619
150405,Mãe do Rio,52,0,5,0,13,0,1,10011,16311,2241,28563
150420,Marabá,205,38,11,5,148,25,57,80757,148469,13432,242658
150430,Maracanã,27,0,1,0,2,0,0,9124,15277,2907,27308
150440,Marapanim,18,0,1,0,2,0,0,7897,14886,2945,25728
150442,Marituba,120,7,13,2,43,4,14,32894,72509,6042,111445
150445,Medicilândia,41,0,2,0,8,0,0,8698,16954,1691,27343
150450,Melgaço,15,0,1,0,6,0,1,10583,12517,962,24062
150460,Mocajuba,27,0,4,0,14,0,0,9846,14690,2156,26692
150470,Moju,50,0,4,0,17,0,1,25215,39843,4145,69203
150480,Monte Alegre,58,0,3,0,25,0,0,19917,30857,4929,55703
150490,Muaná,26,0,2,0,10,0,0,11979,19691,2172,33842
150495,Nova Esperança do Piriá,32,0,1,0,3,0,0,7614,11090,968,19672
150497,Nova Ipixuna,13,0,1,0,1,0,0,4636,8557,1155,14348
150503,Novo Progresso,34,0,2,0,12,0,3,8974,15822,1083,25879
150506,Novo Repartimento,54,0,4,0,15,0,0,23038,36563,3794,63395
150510,Óbidos,63,0,6,0,24,0,0,17686,26810,4258,48754
150520,Oeiras do Pará,15,0,1,0,7,0,0,12286,14607,1681,28574
150530,Oriximiná,74,0,4,0,33,0,4,24792,35039,4445,64276
150540,Ourém,24,0,2,0,7,0,0,5617,9325,1452,16394
150543,Ourilândia do Norte,65,0,5,0,21,0,0,10291,17654,1246,29191
150548,Pacajá,32,0,2,0,12,0,2,13966,23535,2650,40151
150549,Palestina do Pará,20,0,1,0,4,0,0,2202,4226,679,7107
150550,Paragominas,117,20,5,2,64,9,29,34771,60989,4310,100070
150553,Parauapebas,100,0,11,0,95,0,27,64564,106018,5593,176175
150555,Pau D'Arco,22,0,1,0,3,0,0,2076,3435,505,6016
150563,Piçarra,20,0,1,0,4,0,0,3785,7345,849,11979
150565,Placas,29,0,2,0,7,0,1,7325,14731,1341,23397
150570,Ponta de Pedras,20,0,1,0,6,0,0,8027,15417,1878,25322
150580,Portel,29,0,1,0,10,0,0,24730,25985,2668,53383
150590,Porto de Moz,49,0,2,0,14,0,0,13894,17893,1568,33355
150600,Prainha,20,0,1,0,6,0,0,12283,15316,1615,29214
150613,Redenção,183,19,9,2,95,14,35,26686,47716,5008,79410
150616,Rio Maria,29,0,2,0,8,0,0,5212,10977,1468,17657
150618,Rondon do Pará,88,0,4,0,25,0,0,13630,29617,3268,46515
150619,Rurópolis,27,0,3,0,13,0,1,11846,24366,2582,38794
150620,Salinópolis,47,0,5,0,23,0,4,12337,22527,2868,37732
150630,Salvaterra,19,0,1,0,6,0,0,6784,12049,1826,20659
150640,Santa Cruz do Arari,15,0,1,0,3,0,0,2299,5199,628,8126
150650,Santa Isabel do Pará,60,0,5,0,13,0,1,18091,39151,4357,61599
150655,Santa Luzia do Pará,16,0,0,0,0,0,1,6605,10870,1542,19017
150658,Santa Maria das Barreiras,23,0,1,0,4,0,1,4707,10747,1431,16885
150660,Santa Maria do Pará,37,0,2,0,8,0,0,6994,14221,2040,23255
150670,Santana do Araguaia,63,0,3,0,21,0,0,16207,36664,2854,55725
150680,Santarém,424,56,13,2,304,38,36,102750,166119,21920,290789
150700,Santo Antônio do Tauá,74,0,9,0,38,0,0,8933,16115,2334,27382
150710,São Caetano de Odivelas,20,0,0,0,0,0,0,5017,9789,1607,16413
150715,São Domingos do Araguaia,21,0,2,0,3,0,0,7637,13120,2052,22809
150720,São Domingos do Capim,31,0,1,0,15,0,0,10840,15454,2117,28411
150730,São Félix do Xingu,91,0,11,0,36,0,1,26232,64144,4142,94518
150745,São Geraldo do Araguaia,41,0,1,0,9,0,0,8628,14645,2000,25273
150747,São João de Pirabas,24,0,1,0,2,0,1,6704,11712,2058,20474
150750,São João do Araguaia,19,0,1,0,2,0,0,4312,7355,1022,12689
150760,São Miguel do Guamá,54,0,2,0,9,0,1,17732,30178,4067,51977
150770,São Sebastião da Boa Vista,32,0,1,0,7,0,1,8954,12854,1542,23350
150775,Sapucaia,11,0,1,0,3,0,0,1708,3234,305,5247
150780,Senador José Porfírio,15,0,1,0,4,0,1,4855,6945,657,12457
150790,Soure,48,0,2,0,9,0,0,7414,13652,2073,23139
150795,Tailândia,40,0,5,0,29,0,3,29126,50593,3209,82928
150797,Terra Santa,21,0,1,0,10,0,0,5965,9619,1376,16960
150800,Tomé-Açu,150,0,3,0,16,0,1,22569,32595,3760,58924
150803,Tracuateua,15,0,2,0,6,0,1,9919,15571,2228,27718
150805,Trairão,21,0,1,0,13,0,0,5022,10396,887,16305
150808,Tucumã,87,0,12,0,24,0,2,11326,21751,2035,35112
150810,Tucuruí,204,15,7,1,68,6,27,34486,60923,5265,100674
150812,Ulianópolis,88,0,3,0,13,0,3,13061,28199,1729,42989
150815,Uruará,58,0,4,0,26,0,0,14458,26434,2624,43516
150820,Vigia,35,0,4,0,16,0,0,14494,29280,4221,47995
150830,Viseu,65,0,4,0,21,0,0,21783,29810,3943,55536
150835,Vitória do Xingu,31,0,2,0,13,0,0,5093,8355,905,14353
150840,Xinguara,82,0,4,0,22,0,0,13984,25503,2657,42144
160005,Serra do Navio,30,0,1,0,1,0,0,1536,2563,218,4317
160010,Amapá,37,0,1,0,2,0,0,3023,4531,499,8053
160015,Pedra Branca do Amapari,15,0,1,0,1,0,0,4523,6547,590,11660
160020,Calçoene,20,0,1,0,3,0,0,3529,5138,474,9141
160023,Ferreira Gomes,12,0,0,0,0,0,0,2691,3295,369,6355
160027,Laranjal do Jari,58,0,5,0,24,0,2,15300,24019,1794,41113
160030,Macapá,567,37,71,4,367,21,70,147959,255338,21401,424698
160040,Mazagão,14,0,1,0,1,0,0,7852,8936,1025,17813
160050,Oiapoque,41,0,3,0,10,0,0,8387,12510,717,21614
160053,Porto Grande,34,0,1,0,1,0,0,6807,9889,911,17607
160060,Santana,93,0,22,0,51,0,8,37806,61728,5741,105275
160070,Tartarugalzinho,18,0,1,0,1,0,0,5437,6813,749,12999
160080,Vitória do Jari,8,0,0,0,0,0,0,5072,7144,604,12820
170070,Alvorada,23,0,1,0,5,0,1,2243,5129,870,8242
170100,Ananás,14,0,1,0,1,0,0,3144,5560,932,9636
170190,Araguacema,17,0,1,0,1,0,1,1986,3680,617,6283
170200,Araguaçu,27,0,1,0,6,0,0,2102,5324,1101,8527
170210,Araguaína,450,64,21,5,290,36,69,48614,99629,11503,159746
170220,Araguatins,25,0,1,0,2,0,0,10655,17846,2879,31380
170230,Arapoema,28,0,2,0,8,0,0,2063,3910,632,6605
170240,Arraias,33,0,1,0,4,0,0,3279,6061,1173,10513
170255,Augustinópolis,93,0,1,0,22,0,4,5599,9516,1455,16570
170370,Brejinho de Nazaré,5,0,0,0,1,0,0,1517,3013,615,5145
170550,Colinas do Tocantins,61,0,3,0,7,0,1,9518,19539,2773,31830
170610,Cristalândia,7,0,1,0,1,0,0,1884,4311,854,7049
170700,Dianópolis,0,0,0,0,0,0,0,6417,11428,1599,19444
170710,Divinópolis do Tocantins,15,0,1,0,1,0,0,1901,3790,755,6446
170720,Dois Irmãos do Tocantins,9,0,0,0,0,0,0,1706,4264,842,6812
170730,Dueré,5,0,0,0,0,0,0,1179,2735,537,4451
170765,Figueirópolis,5,0,0,0,0,0,0,1437,3170,706,5313
170820,Formoso do Araguaia,40,0,0,0,0,0,0,5431,10957,1713,18101
170900,Goiatins,10,0,1,0,2,0,0,4495,6362,1214,12071
170930,Guaraí,57,0,3,0,11,0,2,6687,14824,2177,23688
170950,Gurupi,93,20,9,2,70,7,28,21856,51073,6498,79427
171050,Itacajá,27,0,1,0,1,0,0,2445,3900,791,7136
171190,Lagoa da Confusão,30,0,1,0,1,0,0,3704,6426,700,10830
171320,Miracema do Tocantins,69,0,3,0,20,0,3,6137,12053,1777,19967
171330,Miranorte,20,0,1,0,1,0,0,3469,7663,1435,12567
171360,Monte do Carmo,5,0,0,0,0,0,0,2049,3901,778,6728
171420,Natividade,9,0,1,0,1,0,0,2569,5230,996,8795
171430,Nazaré,0,0,0,0,0,0,0,1211,2393,548,4152
171575,Palmeirópolis,24,0,1,0,1,0,0,1806,4543,780,7129
171610,Paraíso do Tocantins,88,0,7,0,26,0,6,13387,29180,3835,46402
171620,Paranã,24,0,1,0,4,0,0,3141,5780,1066,9987
171650,Pedro Afonso,31,0,2,0,6,0,0,3872,7413,1012,12297
171660,Peixe,40,0,1,0,3,0,0,2863,6309,1142,10314
171670,Colméia,21,0,1,0,1,0,0,2284,5160,974,8418
171700,Pindorama do Tocantins,6,0,0,0,0,0,0,1246,2588,457,4291
171750,Pium,5,0,1,0,2,0,1,1881,3981,761,6623
171790,Ponte Alta do Tocantins,7,0,1,0,1,0,0,2202,4173,762,7137
171820,Porto Nacional,173,0,13,0,60,0,5,16615,30494,4401,51510
172065,Silvanópolis,19,0,1,0,1,0,0,1511,2862,701,5074
172090,Taguatinga,47,0,1,0,1,0,1,4225,8967,1663,14855
172100,Palmas,518,61,18,2,380,46,149,75458,162285,10578,248321
172120,Tocantinópolis,40,0,2,0,6,0,1,7437,13089,2195,22721
172210,Xambioá,28,0,2,0,8,0,0,3742,6817,1115,11674
210005,Açailândia,121,0,4,0,49,0,1,34506,63953,7129,105588
210010,Afonso Cunha,20,0,2,0,8,0,1,2192,3202,453,5847
210020,Alcântara,24,0,1,0,1,0,0,5422,12522,2188,20132
210030,Aldeias Altas,25,0,4,0,7,0,1,8281,13276,1998,23555
210043,Alto Alegre do Maranhão,48,0,6,0,29,0,3,8217,14426,2073,24716
210047,Alto Alegre do Pindaré,34,0,1,0,12,0,0,10354,16434,2786,29574
210050,Alto Parnaíba,22,0,1,0,4,0,0,3539,5951,998,10488
210055,Amapá do Maranhão,11,0,0,0,0,0,0,2453,3465,469,6387
210060,Amarante do Maranhão,61,0,4,0,25,0,0,14225,20280,3112,37617
210070,Anajatuba,25,0,1,0,3,0,0,7333,14975,2808,25116
210080,Anapurus,16,0,1,0,4,0,0,5063,8091,1145,14299
210083,Apicum-Açu,15,0,1,0,5,0,0,5285,8910,1157,15352
210087,Araguanã,17,0,0,0,0,0,0,4262,7944,1096,13302
210090,Araioses,117,0,1,0,2,0,4,12959,24019,4524,41502
210095,Arame,58,0,2,0,11,0,0,11206,16779,2254,30239
210100,Arari,48,0,1,0,3,0,1,8847,16926,2685,28458
210110,Axixá,25,0,1,0,2,0,0,3599,6511,1150,11260
210120,Bacabal,213,10,10,1,94,1,2,30141,59299,9920,99360
210125,Bacabeira,24,0,0,0,0,0,0,5094,9069,1171,15334
210130,Bacuri,23,0,2,0,4,0,0,5617,9658,1779,17054
210140,Balsas,134,10,9,0,87,0,18,31969,51656,5409,89034
210150,Barão de Grajaú,31,0,1,0,5,0,0,5146,10829,1859,17834
210160,Barra do Corda,123,0,4,0,25,0,2,28215,47011,8356,83582
210170,Barreirinhas,47,0,4,0,46,0,3,21500,31018,4173,56691
210173,Belágua,12,0,0,0,0,0,0,3216,3367,394,6977
210177,Bela Vista do Maranhão,15,0,1,0,5,0,0,4035,6771,1139,11945
210180,Benedito Leite,20,0,0,0,0,0,0,1449,3187,661,5297
210190,Bequimão,18,0,1,0,5,0,0,5681,11891,2552,20124
210193,Bernardo do Mearim,15,0,1,0,1,0,2,1631,3552,686,5869
210197,Boa Vista do Gurupi,15,0,0,0,0,0,0,3071,4265,606,7942
210200,Bom Jardim,36,0,1,0,4,0,0,13031,21245,3603,37879
210203,Bom Jesus das Selvas,25,0,2,0,7,0,0,10262,17151,1782,29195
210210,Brejo,37,0,0,0,0,0,0,10659,18778,3254,32691
210220,Buriti,26,0,0,0,0,0,0,10280,14164,2367,26811
210230,Buriti Bavo,44,0,3,0,14,0,0,7716,12449,2488,22653
210232,Buriticupu,74,0,2,0,15,0,2,25015,36343,4154,65512
210240,Cajapió,19,0,1,0,5,0,1,3227,5981,1034,10242
210250,Cajari,20,0,1,0,2,0,0,5927,10141,1485,17553
210255,Campestre do Maranhão,21,0,0,0,0,0,0,4325,7912,1057,13294
210260,Cândido Mendes,10,0,0,0,0,0,0,6206,10777,1592,18575
210270,Cantanhede,59,0,1,0,5,0,0,6569,11672,1650,19891
210275,Capinzal do Norte,12,0,1,0,1,0,0,3161,6055,1242,10458
210280,Carolina,30,0,3,0,7,0,1,7181,13343,2755,23279
210290,Carutapera,38,0,2,0,16,0,0,8166,12467,1711,22344
210300,Caxias,302,31,16,3,157,13,36,47720,91100,16599,155419
210310,Cedral,15,0,1,0,5,0,1,2720,6111,1063,9894
210312,Central do Maranhão,15,0,0,0,3,0,0,2662,4280,776,7718
210320,Chapadinha,125,10,4,0,40,0,4,25989,41756,6677,74422
210325,Cidelândia,21,0,1,0,5,0,0,4179,7782,1265,13226
210330,Codó,100,0,9,0,61,0,15,37620,65793,12746,116159
210340,Coelho Neto,100,0,2,0,12,0,6,15184,26416,4194,45794
210350,Colinas,90,0,6,0,32,0,4,13354,22429,3420,39203
210355,Conceição do Lago-Açu,15,0,1,0,4,0,1,5258,7823,999,14080
210360,Coroatá,76,20,2,4,39,16,21,20575,34790,6225,61590
210370,Cururupu,103,0,7,0,42,0,0,10006,18352,3599,31957
